train_loss,val_loss,train_acc,val_acc,train_auc,val_auc
0.38309919766944045,0.24683942689845503,0.8784394250513347,0.9543363994743759,0.9541502091948872,0.9933069647743561
0.1843224738584162,0.1420161158003099,0.957618069815195,0.9760183968462549,0.9946019898994763,0.9988412855260682
0.11149348980225088,0.08923682971868502,0.9697741273100616,0.9799605781865965,0.9968589314669558,0.9991846921194747
0.07718911835361555,0.061620366616412,0.977577002053388,0.9825886990801577,0.9983549225102412,0.9991548306765698
0.07530478496265118,0.05284261984968468,0.9723203285420945,0.9842312746386334,0.9975315662839173,0.9991932885954624
